id,text,argument,label
61arg7,"I do not believe gay marriage should be legalized becasue it goes against all religious beliefs and the nutre of marriage. Marriage is defined as 1 man and 1 woman coming together not 2 people of the same sex. Homosexual couples cannot procreate and bring children into the world and help the population grow. If children are not brought into the world then our future will not be as it should. Also, kids do better if they are raised in a normal household, with a mother and a father. They need that love that moms and dads give. Being from a same-sex household they are not getting al the love they need and it will effect how they grow up and turn out to be.",Marriage should be between a man and a woman,5
62arg4,"I do not think homosexuals should have any special law. Why should they have more rights than I do? We both have the same rights, but still they want society to grant them a unique legislation in order to do what they WANT, And this is not like racial equality laws. Homos are homos because they WANT to. No special laws for anyone.",It is discriminatory to refuse gay couples the right to marry,2
63arg1,"I don't believe in gay marriage. Here's why: The word marriage was defined as between a man and a woman by the Christian religion years ago. It was a religious institution before we roped it in with benefits. So why don't we not put marriage under the law (by under the law, I mean with the documents, and sharing benefits, etc). How about if there is a want to be legally joined together the US calls it a civil union. Everyone gets one who wants to be together. Then, if one is religious, they can perform their own religious ceremony, whether it is a marriage in a church, or something else. This way everyone is equal (everyone gets a civil union), there is a separation of church and state (civil union under the state, and a religious ceremony under church), yet marriage retains it's sacredness for the Christians. Everyone is happy.",Gay couples can declare their union without resort to marriage,5
63arg5,"I don't believe in gay marriage. Here's why: The word marriage was defined as between a man and a woman by the Christian religion years ago. It was a religious institution before we roped it in with benefits. So why don't we not put marriage under the law (by under the law, I mean with the documents, and sharing benefits, etc). How about if there is a want to be legally joined together the US calls it a civil union. Everyone gets one who wants to be together. Then, if one is religious, they can perform their own religious ceremony, whether it is a marriage in a church, or something else. This way everyone is equal (everyone gets a civil union), there is a separation of church and state (civil union under the state, and a religious ceremony under church), yet marriage retains it's sacredness for the Christians. Everyone is happy.",Major world religions are against gay marriages,5
63arg7,"I don't believe in gay marriage. Here's why: The word marriage was defined as between a man and a woman by the Christian religion years ago. It was a religious institution before we roped it in with benefits. So why don't we not put marriage under the law (by under the law, I mean with the documents, and sharing benefits, etc). How about if there is a want to be legally joined together the US calls it a civil union. Everyone gets one who wants to be together. Then, if one is religious, they can perform their own religious ceremony, whether it is a marriage in a church, or something else. This way everyone is equal (everyone gets a civil union), there is a separation of church and state (civil union under the state, and a religious ceremony under church), yet marriage retains it's sacredness for the Christians. Everyone is happy.",Marriage should be between a man and a woman,5
64arg4,I feel gay marriage should be legal because if two people are in love it really should not matter whether or not they are gay or straight. I feel society is against gay marriage because of religion and just because religion said something does it mean we should follow it. What if it told you every time you said gods name in vain you went to jail? NOT EVERYONE IS THAT RELIGIOUS therefore it would mean million of people went to jail everyday.  Who are we to stand in the way of love?,It is discriminatory to refuse gay couples the right to marry,4
64arg7,I feel gay marriage should be legal because if two people are in love it really should not matter whether or not they are gay or straight. I feel society is against gay marriage because of religion and just because religion said something does it mean we should follow it. What if it told you every time you said gods name in vain you went to jail? NOT EVERYONE IS THAT RELIGIOUS therefore it would mean million of people went to jail everyday.  Who are we to stand in the way of love?,Marriage should be between a man and a woman,1
65arg2,"I feel that if someone in this country is bound to paying the same taxes as a heterosexual couple then they have the right to marry whom they consider their life partner.  Otherwise, if the people are so against it then cut the Homosexuals some slack on the amount of taxes paid to keep this country going. Personally I think that all homosexuals should go to another country where they are supported and pay taxes there, having that country flourish just like all the neighborhoods that homosexuals take over. They bring value to the area and then sell it off for more money to heterosexuals.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,4
65arg4,"I feel that if someone in this country is bound to paying the same taxes as a heterosexual couple then they have the right to marry whom they consider their life partner.  Otherwise, if the people are so against it then cut the Homosexuals some slack on the amount of taxes paid to keep this country going. Personally I think that all homosexuals should go to another country where they are supported and pay taxes there, having that country flourish just like all the neighborhoods that homosexuals take over. They bring value to the area and then sell it off for more money to heterosexuals.",It is discriminatory to refuse gay couples the right to marry,5
65arg7,"I feel that if someone in this country is bound to paying the same taxes as a heterosexual couple then they have the right to marry whom they consider their life partner.  Otherwise, if the people are so against it then cut the Homosexuals some slack on the amount of taxes paid to keep this country going. Personally I think that all homosexuals should go to another country where they are supported and pay taxes there, having that country flourish just like all the neighborhoods that homosexuals take over. They bring value to the area and then sell it off for more money to heterosexuals.",Marriage should be between a man and a woman,2
67arg4,I have a question....isn't america supposed to have seperation of church and state?  Just because SOME (yes not all)  Christians believe it is wrong does not mean those beliefs can be enforced on this entire nation!!!!!  Also if marraige is really only important for procreation...then shoudn't infertile marraiges be illegal?  Yes ridicoulous!!  And If a child supposedely needs both a mother and a father to ever be successful in this world....then why don't we ban single parents??  And it's not like there are poor starving homeless children out there...or children in orphanages that need to be adopted......and it's not like children are being born every day...Everyone needs to procreate or they are useless and WE NEED more children.....Yes I'm the queen of sarcasm.  But really I hope for a day when this whole country wakes the heck up and allows people to marry whoever they love....seriously only 10% of people are gay so it's not like we would loose our population because of it.  Gay people deserve all the rights in this Free Country.  Being Gay Is NOT a choice.  No one would choose to have a life where you are constantly descriminated against just by being who you are and where you are denyed rights to marraige.,It is discriminatory to refuse gay couples the right to marry,5
67arg6,I have a question....isn't america supposed to have seperation of church and state?  Just because SOME (yes not all)  Christians believe it is wrong does not mean those beliefs can be enforced on this entire nation!!!!!  Also if marraige is really only important for procreation...then shoudn't infertile marraiges be illegal?  Yes ridicoulous!!  And If a child supposedely needs both a mother and a father to ever be successful in this world....then why don't we ban single parents??  And it's not like there are poor starving homeless children out there...or children in orphanages that need to be adopted......and it's not like children are being born every day...Everyone needs to procreate or they are useless and WE NEED more children.....Yes I'm the queen of sarcasm.  But really I hope for a day when this whole country wakes the heck up and allows people to marry whoever they love....seriously only 10% of people are gay so it's not like we would loose our population because of it.  Gay people deserve all the rights in this Free Country.  Being Gay Is NOT a choice.  No one would choose to have a life where you are constantly descriminated against just by being who you are and where you are denyed rights to marraige.,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",5
67arg7,I have a question....isn't america supposed to have seperation of church and state?  Just because SOME (yes not all)  Christians believe it is wrong does not mean those beliefs can be enforced on this entire nation!!!!!  Also if marraige is really only important for procreation...then shoudn't infertile marraiges be illegal?  Yes ridicoulous!!  And If a child supposedely needs both a mother and a father to ever be successful in this world....then why don't we ban single parents??  And it's not like there are poor starving homeless children out there...or children in orphanages that need to be adopted......and it's not like children are being born every day...Everyone needs to procreate or they are useless and WE NEED more children.....Yes I'm the queen of sarcasm.  But really I hope for a day when this whole country wakes the heck up and allows people to marry whoever they love....seriously only 10% of people are gay so it's not like we would loose our population because of it.  Gay people deserve all the rights in this Free Country.  Being Gay Is NOT a choice.  No one would choose to have a life where you are constantly descriminated against just by being who you are and where you are denyed rights to marraige.,Marriage should be between a man and a woman,2
68arg4,"I have seen no theological argument that adequately applies to the issue.  Every argument I have heard, from a Christian perspective, is lacking the inclusion of God as the third party to the covenant of marriage.  Since atheists are allow to marry, the theological argument against gay marriage fails from the societal perspective of granting legal rights.  If we allow atheist to marry, we must allow gays to marry.  Or will would we be willing to additionally revoke the marriage status of every atheist or atheist couple?",It is discriminatory to refuse gay couples the right to marry,4
68arg5,"I have seen no theological argument that adequately applies to the issue.  Every argument I have heard, from a Christian perspective, is lacking the inclusion of God as the third party to the covenant of marriage.  Since atheists are allow to marry, the theological argument against gay marriage fails from the societal perspective of granting legal rights.  If we allow atheist to marry, we must allow gays to marry.  Or will would we be willing to additionally revoke the marriage status of every atheist or atheist couple?",Major world religions are against gay marriages,1
69arg4,"I hear a lot of Pro comments that wonder why so many Christians have an opinion.  Well first off, the homosexual movement has tried to take a Christian symbol which is the rainbow which represents God's covenant with His people and make it as their symbol.  And now the homosexual movement wants to have the same respect as heterosexuals by legalizing their marriage and claiming that there is no difference between the two.  Homosexuals have rights and laws protecting them against discrimination.  They have the right to choose who they want to express their sexuality with.  Discrimination is not the issue and whether God is for or against it is not the issue either.  The issue is whether or not homosexuality affects society and whether there should be a law protecting it.  Well first off if everyone was a homosexual no one would be alive.  Secondly, some psychologist say that pedophiles are born pedophiles and that is not accepted nor should it be. The question is not are they born this way, the question is how does this behavior affect society.  Plain and simple, heterosexual marriage is the safest way to engage in sexuality and everything else is risky behavior and there should not be laws protecting it.",It is discriminatory to refuse gay couples the right to marry,1
69arg7,"I hear a lot of Pro comments that wonder why so many Christians have an opinion.  Well first off, the homosexual movement has tried to take a Christian symbol which is the rainbow which represents God's covenant with His people and make it as their symbol.  And now the homosexual movement wants to have the same respect as heterosexuals by legalizing their marriage and claiming that there is no difference between the two.  Homosexuals have rights and laws protecting them against discrimination.  They have the right to choose who they want to express their sexuality with.  Discrimination is not the issue and whether God is for or against it is not the issue either.  The issue is whether or not homosexuality affects society and whether there should be a law protecting it.  Well first off if everyone was a homosexual no one would be alive.  Secondly, some psychologist say that pedophiles are born pedophiles and that is not accepted nor should it be. The question is not are they born this way, the question is how does this behavior affect society.  Plain and simple, heterosexual marriage is the safest way to engage in sexuality and everything else is risky behavior and there should not be laws protecting it.",Marriage should be between a man and a woman,4
70arg6,"I see a lot of leaning on Leviticus to condemn homosexuality as morally wrong. This is the same book that states that you cannot wear clothing made from two different threads. Jeez, that mean-girl clique in high school always said we were going to Hell for wearing poly-blends, but I didn't think they meant it literally. Jesus was asked what the greatest commandment was, and his answer basically boils down to: Love God, love your neighbor, and love yourself. There is no room in there for hatred, if you claim to be a Christian. But, marriage is only for producing children! So, you're saying infertile couples should not be allowed to marry. Or the marriage of married couples who become infertile due to accident or disease is no longer valid. People like my aunt, who had to have her uterus removed so that she wouldn't die. She's not married to my uncle anymore, is what you're saying. Marriage is what it's always been; the child becomes an adult, leaves their parents, and forms a bond with another adult which becomes the foundation for their new family. Gender and fertility should not enter into that equation. And in a few more years, they won't. The wheels are turning. Get used to it.","Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",5
70arg7,"I see a lot of leaning on Leviticus to condemn homosexuality as morally wrong. This is the same book that states that you cannot wear clothing made from two different threads. Jeez, that mean-girl clique in high school always said we were going to Hell for wearing poly-blends, but I didn't think they meant it literally. Jesus was asked what the greatest commandment was, and his answer basically boils down to: Love God, love your neighbor, and love yourself. There is no room in there for hatred, if you claim to be a Christian. But, marriage is only for producing children! So, you're saying infertile couples should not be allowed to marry. Or the marriage of married couples who become infertile due to accident or disease is no longer valid. People like my aunt, who had to have her uterus removed so that she wouldn't die. She's not married to my uncle anymore, is what you're saying. Marriage is what it's always been; the child becomes an adult, leaves their parents, and forms a bond with another adult which becomes the foundation for their new family. Gender and fertility should not enter into that equation. And in a few more years, they won't. The wheels are turning. Get used to it.",Marriage should be between a man and a woman,1
71arg4,"I think gay marriage is fine because if somebody wants to get married to who they like then they should have the freedom to.  Remember, the United States is a FREE country",It is discriminatory to refuse gay couples the right to marry,4
71arg7,"I think gay marriage is fine because if somebody wants to get married to who they like then they should have the freedom to.  Remember, the United States is a FREE country",Marriage should be between a man and a woman,1
72arg4,"I think gay marriage should be fully legalized around the country because what is the worst thing that is going to come of it? The only thing that's going to happen is a man and a man, and a woman and a woman getting married. It is not like if other people express their homosexuality they are going to force you to be gay. If love should know no age, color, heritage, then it shouldn't know gender either. The Pilgrims came here on a mission to be free of religion telling them what to do and the government dictating their lives. So why should we be doing what is against the Constitution? If people are able to say what they want, they should be able to marry whom they want without the government getting in their way. The government should be totally separate from religion as stated in our constitution as well. People should be able to be who they are and not have to hide their true self from everyone as in a dictatorship, nor should they have to hide the fact that they are homosexual as if they will be exterminated for being so.",It is discriminatory to refuse gay couples the right to marry,5
72arg7,"I think gay marriage should be fully legalized around the country because what is the worst thing that is going to come of it? The only thing that's going to happen is a man and a man, and a woman and a woman getting married. It is not like if other people express their homosexuality they are going to force you to be gay. If love should know no age, color, heritage, then it shouldn't know gender either. The Pilgrims came here on a mission to be free of religion telling them what to do and the government dictating their lives. So why should we be doing what is against the Constitution? If people are able to say what they want, they should be able to marry whom they want without the government getting in their way. The government should be totally separate from religion as stated in our constitution as well. People should be able to be who they are and not have to hide their true self from everyone as in a dictatorship, nor should they have to hide the fact that they are homosexual as if they will be exterminated for being so.",Marriage should be between a man and a woman,1
73arg5,I think it should be illegal and never even spoken of. To all the atheist who say the bible plays no part it is what will guide me to paradise. Yes God exepts all sinners but that does not make murder right. I'm a teenager and I know how wrong it is. If I will get sued or be put out of society because of my views so help it but I will go to my grave defending the Holy word. I don't care if I'm killed because of it because I know I will at least see the pearly gates of Heaven. I don't care what people say about me I am a Christian and will keep the truth alive be it through my life or my death. Stop corrupting children's minds. My little brother should stay innocent yet is exposed to this appalling sin everyday.,Major world religions are against gay marriages,4
73arg7,I think it should be illegal and never even spoken of. To all the atheist who say the bible plays no part it is what will guide me to paradise. Yes God exepts all sinners but that does not make murder right. I'm a teenager and I know how wrong it is. If I will get sued or be put out of society because of my views so help it but I will go to my grave defending the Holy word. I don't care if I'm killed because of it because I know I will at least see the pearly gates of Heaven. I don't care what people say about me I am a Christian and will keep the truth alive be it through my life or my death. Stop corrupting children's minds. My little brother should stay innocent yet is exposed to this appalling sin everyday.,Marriage should be between a man and a woman,4
74arg4,I think that gay marriage should be allowed in every part of the world. If two people love eachother and want to be together forever then that should be it. Let them do it. The saying Love Is Love should be used. In the religious aspect of everything God says in the Bible that you should love everyone and treat them with kindness and compassion. So people who discriminate against the same sex wanting to be together are not Christians or do not believe in God. Places where they have same sex marriage banned are going to have chaos if they dont legalize it soon. I strongly believe that if two people love eachother then let them do what they want. If any oppurtuity comes up where love is shown then it's just making the world a more loving place.,It is discriminatory to refuse gay couples the right to marry,5
74arg5,I think that gay marriage should be allowed in every part of the world. If two people love eachother and want to be together forever then that should be it. Let them do it. The saying Love Is Love should be used. In the religious aspect of everything God says in the Bible that you should love everyone and treat them with kindness and compassion. So people who discriminate against the same sex wanting to be together are not Christians or do not believe in God. Places where they have same sex marriage banned are going to have chaos if they dont legalize it soon. I strongly believe that if two people love eachother then let them do what they want. If any oppurtuity comes up where love is shown then it's just making the world a more loving place.,Major world religions are against gay marriages,2
74arg7,I think that gay marriage should be allowed in every part of the world. If two people love eachother and want to be together forever then that should be it. Let them do it. The saying Love Is Love should be used. In the religious aspect of everything God says in the Bible that you should love everyone and treat them with kindness and compassion. So people who discriminate against the same sex wanting to be together are not Christians or do not believe in God. Places where they have same sex marriage banned are going to have chaos if they dont legalize it soon. I strongly believe that if two people love eachother then let them do what they want. If any oppurtuity comes up where love is shown then it's just making the world a more loving place.,Marriage should be between a man and a woman,2
75arg5,I was raised cathlic and always will be and with that i am agianst gay marriage. To the max. Hate the sin love the sinner as my grandmother would tell me.,Major world religions are against gay marriages,5
75arg7,I was raised cathlic and always will be and with that i am agianst gay marriage. To the max. Hate the sin love the sinner as my grandmother would tell me.,Marriage should be between a man and a woman,4
76arg4,I'm Catholic been my whole life and believe same sex marriage should be legal if there is a commandment saying gay people can't be together will someone show me because my 9 years of Catholic school I never heard that one but have been around a lot of people who say gay marriage should be illegal and are Catholic yet break every commandment. Gay people have every right to marry each other just like a straight couple can get divorced (also against the Bible) and remarry as many times as they want we are all the same we are human. I also wanted to say for the fact that it could end civilization as we know it (a ridiculous argument) a lot of gay people adopt or have surrogates so I don't think the end of civilization as we know it is possible.,It is discriminatory to refuse gay couples the right to marry,4
76arg5,I'm Catholic been my whole life and believe same sex marriage should be legal if there is a commandment saying gay people can't be together will someone show me because my 9 years of Catholic school I never heard that one but have been around a lot of people who say gay marriage should be illegal and are Catholic yet break every commandment. Gay people have every right to marry each other just like a straight couple can get divorced (also against the Bible) and remarry as many times as they want we are all the same we are human. I also wanted to say for the fact that it could end civilization as we know it (a ridiculous argument) a lot of gay people adopt or have surrogates so I don't think the end of civilization as we know it is possible.,Major world religions are against gay marriages,1
76arg6,I'm Catholic been my whole life and believe same sex marriage should be legal if there is a commandment saying gay people can't be together will someone show me because my 9 years of Catholic school I never heard that one but have been around a lot of people who say gay marriage should be illegal and are Catholic yet break every commandment. Gay people have every right to marry each other just like a straight couple can get divorced (also against the Bible) and remarry as many times as they want we are all the same we are human. I also wanted to say for the fact that it could end civilization as we know it (a ridiculous argument) a lot of gay people adopt or have surrogates so I don't think the end of civilization as we know it is possible.,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",4
76arg7,I'm Catholic been my whole life and believe same sex marriage should be legal if there is a commandment saying gay people can't be together will someone show me because my 9 years of Catholic school I never heard that one but have been around a lot of people who say gay marriage should be illegal and are Catholic yet break every commandment. Gay people have every right to marry each other just like a straight couple can get divorced (also against the Bible) and remarry as many times as they want we are all the same we are human. I also wanted to say for the fact that it could end civilization as we know it (a ridiculous argument) a lot of gay people adopt or have surrogates so I don't think the end of civilization as we know it is possible.,Marriage should be between a man and a woman,2
77arg2,"I'm con actually not because I think government shouldn't allow it, but I think government should be out of marriage, period.  I believe it is immoral and wrong, but I can't hold others not of my faith to my standards.  I believe that's wrong as well.  I don't see marriage as a right.  I see it as a privilege.  I see it as a social status; a proclamation to the world and society that two people are coming together to start a family and/or love and cherish each other, not to file taxes together.  As nice as it is to be able to file taxes together, it's not far to those gays and lesbians who can't get married, and it's not fair to single people who haven't had any luck finding that right person.  I think government should stay out of marriage and let US decide who we want to commit to.  Just my two cents.  Not saying ya'll are wrong for supporting it.  Just as I'm entitled to my opinion, you are all entitle to your own as well.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,4
77arg4,"I'm con actually not because I think government shouldn't allow it, but I think government should be out of marriage, period.  I believe it is immoral and wrong, but I can't hold others not of my faith to my standards.  I believe that's wrong as well.  I don't see marriage as a right.  I see it as a privilege.  I see it as a social status; a proclamation to the world and society that two people are coming together to start a family and/or love and cherish each other, not to file taxes together.  As nice as it is to be able to file taxes together, it's not far to those gays and lesbians who can't get married, and it's not fair to single people who haven't had any luck finding that right person.  I think government should stay out of marriage and let US decide who we want to commit to.  Just my two cents.  Not saying ya'll are wrong for supporting it.  Just as I'm entitled to my opinion, you are all entitle to your own as well.",It is discriminatory to refuse gay couples the right to marry,2
78arg1,"I'm con because gay marriage is against the moral rights. I will never agreed with the fact that gay couples adopting children, that is just wrong because those  children will not have the same childhood as normal kids. How about when they go to school and the teacher ask who are the parents he will be like oh! I got two moms or I got two dads. That its just not right because it has always been Adam and Eve not Adam and Steve. The bible does not says that men should marry men or vice versa. It has always been clear to me that the word Marriage it's between Man and Woman. Gay couples can live their crazy and in moral life however they want but will not be allowed to get marry like a heterosexual couple. It is just disgusting seen a man kissing other man or a woman kissing other woman if front children. They should keep themselves in secret.",Gay couples can declare their union without resort to marriage,4
78arg5,"I'm con because gay marriage is against the moral rights. I will never agreed with the fact that gay couples adopting children, that is just wrong because those  children will not have the same childhood as normal kids. How about when they go to school and the teacher ask who are the parents he will be like oh! I got two moms or I got two dads. That its just not right because it has always been Adam and Eve not Adam and Steve. The bible does not says that men should marry men or vice versa. It has always been clear to me that the word Marriage it's between Man and Woman. Gay couples can live their crazy and in moral life however they want but will not be allowed to get marry like a heterosexual couple. It is just disgusting seen a man kissing other man or a woman kissing other woman if front children. They should keep themselves in secret.",Major world religions are against gay marriages,5
78arg7,"I'm con because gay marriage is against the moral rights. I will never agreed with the fact that gay couples adopting children, that is just wrong because those  children will not have the same childhood as normal kids. How about when they go to school and the teacher ask who are the parents he will be like oh! I got two moms or I got two dads. That its just not right because it has always been Adam and Eve not Adam and Steve. The bible does not says that men should marry men or vice versa. It has always been clear to me that the word Marriage it's between Man and Woman. Gay couples can live their crazy and in moral life however they want but will not be allowed to get marry like a heterosexual couple. It is just disgusting seen a man kissing other man or a woman kissing other woman if front children. They should keep themselves in secret.",Marriage should be between a man and a woman,5
79arg4,"I'm for it because (1) gays are being denied equal rights which is what Americans boast about (2) if gays are allowed to marry, then it's not really going to affect straight people (3) church and state are seperate so religion shouldn't really affect LEGAL rights of people should they (I mean women would still be oppressed and blacks would still be slaves if that was the case) and churches can decide to not marry gay couples if they want (4) children are not being screwed over for having two same sex parents, in fact they are being taught tolerance and the value of being different and (5) gay people are human too. they have hearts, penises, vaginas, brains, and all the same body parts as everyone else. Isn't being different and unique valued in American society? :)",It is discriminatory to refuse gay couples the right to marry,5
79arg7,"I'm for it because (1) gays are being denied equal rights which is what Americans boast about (2) if gays are allowed to marry, then it's not really going to affect straight people (3) church and state are seperate so religion shouldn't really affect LEGAL rights of people should they (I mean women would still be oppressed and blacks would still be slaves if that was the case) and churches can decide to not marry gay couples if they want (4) children are not being screwed over for having two same sex parents, in fact they are being taught tolerance and the value of being different and (5) gay people are human too. they have hearts, penises, vaginas, brains, and all the same body parts as everyone else. Isn't being different and unique valued in American society? :)",Marriage should be between a man and a woman,2
80arg2,"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.",Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,2
80arg7,"I'm pro because it will finally end an age old dispute but not change the reality that every Human is born out of Heterosexuality. Stopping the misuse of the current Constitution of the United States of America by claiming the 5th Amendment has anything to do with this argument or that Government should overstep its responsibility to the People, by the People and for the People. The marriage agreement is between two people but should never be used for the benefit of partners to misuse the current rules and laws relating to Taxation, Health benefits or the restructuring of will laws or any related item set forth by State or Federal Government. The false claims that Heterosexuals are fighting to block same sex marriage is ridiculous. It is not marriage that is the issue it is the blatant misuse of our freedoms. Marriage is and should always be recognized by Humans as a  religious ceremony without Government interpretation.",Marriage should be between a man and a woman,4
81arg5,IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,Major world religions are against gay marriages,4
81arg7,IT IS AGAINST GODS LAWS FOR TWO MEN OR TWO WOMEN TO GET MARRIED EVEN TO HAVE KIDS,Marriage should be between a man and a woman,5
82arg3,"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.","Gay marriage undermines the institution of marriage, leading to an increase in out of wedlock births and divorce rates",5
82arg7,"If anyone had asked me a few years back I would have been for gay and lesbian rights full tilt, jobs, housing, etc Before we even go there I am not anti-gay/lesbian. My siblings are both lesbian and gay. And I do think the worst of prejudice. I do have to confess though I am not for same sex marriage for several reasons. Number 1 being that they change partners too frequently, it makes a joke of til death do us part. Throw a child in there they are going to have no clue, can you see your 6 year old asking daddy why are you and daddy getting divorced? Not saying hetero sexuals don't break up or get divorced they do but to have it thrown into the mix that they have gay/lesbian parents. Just let's say kids can be very cruel and so can their parents. The third reason for me is I don't enjoy having it shoved down my throat. The more the gay/lesbian communities get the more they push. And go ahead and boo me I don't like that every time I turn around you can't have a conversation or read the paper or an article where gay/lesbian is not thrown in there every third word. Believe me when I say we all know  that you live an alternative lifestyle without you throwing it at us (me) every two minutes.",Marriage should be between a man and a woman,4
83arg4,"If someone loves someone it shouldn't matter if they are gay or not, it is how they're lifestyle is, they love that person! People shouldn't judge someone for how they feel it shouldn't matter!!!",It is discriminatory to refuse gay couples the right to marry,4
84arg5,"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!",Major world religions are against gay marriages,5
84arg7,"If that's the case, then Jesus should have been born of Mary and Sandy and not Mary and Joseph....It didn't work like that in the old days and it shouldn't now... If we are a people under God then why don't we abide by his laws...Marriage is to be between man and woman not man and man or woman and woman!.... So please get your head out of the clouds and bring them back down the earth, wake up to reality, is this how we want to educate our children today; people don't notice it but now everyone is calling right wrong and wrong right...it's confusing children and producing more sin in the world!!!!!!!",Marriage should be between a man and a woman,5
85arg5,If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,Major world religions are against gay marriages,4
85arg7,If we address gay marriage on the basis of religion then yes it is considered wrong. but fact is no two people are going to have the same identical beliefs. some would say there is no  god and others say there is. I believe there is and he loved and accepted everyone regardless of one's sexual desire and so should we. Yes we do not have to promote gay marriage  neither support it but I strongly feel that if two people want to marry and are the same sex then it really isn't the same as two of opposite sex. Why? Simple reason marriage combines the forms of male and female not just for bearing children but it's a psychological thing.  A guy needs a girl to support him and understand him and listen to his problem; and a female needs a guy to support her and provide for her in ways she cannot provide for herself. Note that these are my views on the topic and I'm allowed to voice an opinion in a respectful way :D But I'm sure I'll have a few silly comments saying Why do you care? I don't if Jenna  Monique want to be together fine. That's their choice in the end we all have to answer to someone after we take our last breath. Also I'll add this just because you choose not to believe in something doesn't mean it's not true.,Marriage should be between a man and a woman,5
86arg7,"If your mom or dad wasnt straight you would'nt exist, why the heck would any gay or lesbian rally up against straight marriage in the first place? Thats dumb you people would'nt exist if people wernt straight. All that gays and lesbians do when adopting kids is raising them thinking its okay to be gay or lesbian.",Marriage should be between a man and a woman,4
87arg6,Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",1
87arg7,Im against same sex marriages.  It is the way I was raised and that I have grown up believing is correct.  They cannot reproduce and I feel they or it encourages more wrong in our society.,Marriage should be between a man and a woman,4
88arg4,"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",It is discriminatory to refuse gay couples the right to marry,2
88arg5,"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",Major world religions are against gay marriages,4
88arg7,"Immorality should never has A SAY,should never be accepted as something normal  .Marriage is between a man and a woman not between 2 men or 2 women .is against our nature ,against our God.",Marriage should be between a man and a woman,5
