id,comment_text,argument_text,label
414721738arg5,"God should be everywhere in our great America.  Whether it's on our money, in our Pledge, prayers in school, saying Merry Christmas, the nativity scene, crosses in all cemeteries, sayings on our historical buildings.  ALL OF IT.  This United States was built on God's love  belief.  It should always be that way.",Implies ultimate power on the part of the state,3
414721738arg6,"God should be everywhere in our great America.  Whether it's on our money, in our Pledge, prayers in school, saying Merry Christmas, the nativity scene, crosses in all cemeteries, sayings on our historical buildings.  ALL OF IT.  This United States was built on God's love  belief.  It should always be that way.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721739arg1,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,Separation of state and religion,3
414721739arg2,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,Removing under god would promote religious tolerance,2
414721739arg3,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,Under God  is part of American tradition and history,4
414721739arg4,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,Likely to be seen as a state sanctioned condemnation of religion,3
414721739arg5,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,Implies ultimate power on the part of the state,3
414721739arg6,I do believe that under God should be left in the US Pledge of Allegiance.  Our Country was founded by those that wanted the freedom to worship God in what ever way that they wanted to with out be persecuted.  Those that did not believe were also left alone.  This great country was a garden for those that came here and we need to keep that way less we turn our nation into a desert like the middle east.,America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721740arg1,"Whether or not under God was initially meant to mean the Christian God or not, it should not be considered offensive. Though I have grown up in a Christian household, the pledge has never been more to me about God than it is about my allegiance to the State. The phrase 'under God' should not be taken as more than a simple 'common good.' Despite what is heard from radicals and extremists about God's wrath, the majority of world consensus that has any understanding of the word 'God' from the Christian sense is that God is commonly good and supports that which is for the common good of society. So to me as a Christian, the phrase 'under God' is a poetic way of stating 'for the common good.'",Separation of state and religion,3
414721740arg2,"Whether or not under God was initially meant to mean the Christian God or not, it should not be considered offensive. Though I have grown up in a Christian household, the pledge has never been more to me about God than it is about my allegiance to the State. The phrase 'under God' should not be taken as more than a simple 'common good.' Despite what is heard from radicals and extremists about God's wrath, the majority of world consensus that has any understanding of the word 'God' from the Christian sense is that God is commonly good and supports that which is for the common good of society. So to me as a Christian, the phrase 'under God' is a poetic way of stating 'for the common good.'",Removing under god would promote religious tolerance,3
414721740arg3,"Whether or not under God was initially meant to mean the Christian God or not, it should not be considered offensive. Though I have grown up in a Christian household, the pledge has never been more to me about God than it is about my allegiance to the State. The phrase 'under God' should not be taken as more than a simple 'common good.' Despite what is heard from radicals and extremists about God's wrath, the majority of world consensus that has any understanding of the word 'God' from the Christian sense is that God is commonly good and supports that which is for the common good of society. So to me as a Christian, the phrase 'under God' is a poetic way of stating 'for the common good.'",Under God  is part of American tradition and history,3
414721740arg4,"Whether or not under God was initially meant to mean the Christian God or not, it should not be considered offensive. Though I have grown up in a Christian household, the pledge has never been more to me about God than it is about my allegiance to the State. The phrase 'under God' should not be taken as more than a simple 'common good.' Despite what is heard from radicals and extremists about God's wrath, the majority of world consensus that has any understanding of the word 'God' from the Christian sense is that God is commonly good and supports that which is for the common good of society. So to me as a Christian, the phrase 'under God' is a poetic way of stating 'for the common good.'",Likely to be seen as a state sanctioned condemnation of religion,3
414721740arg5,"Whether or not under God was initially meant to mean the Christian God or not, it should not be considered offensive. Though I have grown up in a Christian household, the pledge has never been more to me about God than it is about my allegiance to the State. The phrase 'under God' should not be taken as more than a simple 'common good.' Despite what is heard from radicals and extremists about God's wrath, the majority of world consensus that has any understanding of the word 'God' from the Christian sense is that God is commonly good and supports that which is for the common good of society. So to me as a Christian, the phrase 'under God' is a poetic way of stating 'for the common good.'",Implies ultimate power on the part of the state,3
414721740arg6,"Whether or not under God was initially meant to mean the Christian God or not, it should not be considered offensive. Though I have grown up in a Christian household, the pledge has never been more to me about God than it is about my allegiance to the State. The phrase 'under God' should not be taken as more than a simple 'common good.' Despite what is heard from radicals and extremists about God's wrath, the majority of world consensus that has any understanding of the word 'God' from the Christian sense is that God is commonly good and supports that which is for the common good of society. So to me as a Christian, the phrase 'under God' is a poetic way of stating 'for the common good.'",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721741arg1,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Separation of state and religion,2
414721741arg2,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Removing under god would promote religious tolerance,3
414721741arg3,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Under God  is part of American tradition and history,5
414721741arg4,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Likely to be seen as a state sanctioned condemnation of religion,3
414721741arg5,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",Implies ultimate power on the part of the state,3
414721741arg6,"I believe the words 'under God' should remain in our pledge. This country was founded on solid Christian principals. We have been blessed and became a great nation because we believed and lived up to these principals. The farther we get from our source of greatness which is God, the more morally corrupt we become. Our nation is being destroyed from within as we continue to take God out of our lives.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721742arg1,"This country was not founded under the christian religion or any religion at that. This is the land of the free, not the land of the Hey lets brain wash our students... Religion is one of the biggest scams nowadays... You donate money to the church when we all know that if there was a Higher Power, our currency would do nothing for them or it. Religion is not any better than the government and its been that way for a loooong time now.",Separation of state and religion,3
414721742arg2,"This country was not founded under the christian religion or any religion at that. This is the land of the free, not the land of the Hey lets brain wash our students... Religion is one of the biggest scams nowadays... You donate money to the church when we all know that if there was a Higher Power, our currency would do nothing for them or it. Religion is not any better than the government and its been that way for a loooong time now.",Removing under god would promote religious tolerance,3
414721742arg3,"This country was not founded under the christian religion or any religion at that. This is the land of the free, not the land of the Hey lets brain wash our students... Religion is one of the biggest scams nowadays... You donate money to the church when we all know that if there was a Higher Power, our currency would do nothing for them or it. Religion is not any better than the government and its been that way for a loooong time now.",Under God is part of American tradition and history,3
414721742arg4,"This country was not founded under the christian religion or any religion at that. This is the land of the free, not the land of the Hey lets brain wash our students... Religion is one of the biggest scams nowadays... You donate money to the church when we all know that if there was a Higher Power, our currency would do nothing for them or it. Religion is not any better than the government and its been that way for a loooong time now.",Likely to be seen as a state sanctioned condemnation of religion,3
414721742arg5,"This country was not founded under the christian religion or any religion at that. This is the land of the free, not the land of the Hey lets brain wash our students... Religion is one of the biggest scams nowadays... You donate money to the church when we all know that if there was a Higher Power, our currency would do nothing for them or it. Religion is not any better than the government and its been that way for a loooong time now.",Implies ultimate power on the part of the state,3
414721742arg6,"This country was not founded under the christian religion or any religion at that. This is the land of the free, not the land of the Hey lets brain wash our students... Religion is one of the biggest scams nowadays... You donate money to the church when we all know that if there was a Higher Power, our currency would do nothing for them or it. Religion is not any better than the government and its been that way for a loooong time now.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721743arg1,"As an devout atheist I strongly oppose this. It seems like some people don't understand that there IS  a seperation between church and state. Now I have to join the herd and recite a few words that mean nothing to me? We have something called a church that people do this in. So why is it in a public school?  Are we forgetting about those who may practice hinduism, buddhism, shintoism and other religions? What about them?  I don't care if the majority of people are Christains. SO! But since when do the majority decide what is best for everyone? Where are we in China now?  By the way, I thought as a good bunch of christains you were not suppose to mention thy lord's name in vain. CLAP CLAP Good for you.....NOT! Here you are running around using it in some nationalist verse so you can feel better about yourselves. God bless America what about the rest of the world?",Separation of state and religion,3
414721743arg2,"As an devout atheist I strongly oppose this. It seems like some people don't understand that there IS  a seperation between church and state. Now I have to join the herd and recite a few words that mean nothing to me? We have something called a church that people do this in. So why is it in a public school?  Are we forgetting about those who may practice hinduism, buddhism, shintoism and other religions? What about them?  I don't care if the majority of people are Christains. SO! But since when do the majority decide what is best for everyone? Where are we in China now?  By the way, I thought as a good bunch of christains you were not suppose to mention thy lord's name in vain. CLAP CLAP Good for you.....NOT! Here you are running around using it in some nationalist verse so you can feel better about yourselves. God bless America what about the rest of the world?",Removing under god would promote religious tolerance,3
414721743arg3,"As an devout atheist I strongly oppose this. It seems like some people don't understand that there IS  a seperation between church and state. Now I have to join the herd and recite a few words that mean nothing to me? We have something called a church that people do this in. So why is it in a public school?  Are we forgetting about those who may practice hinduism, buddhism, shintoism and other religions? What about them?  I don't care if the majority of people are Christains. SO! But since when do the majority decide what is best for everyone? Where are we in China now?  By the way, I thought as a good bunch of christains you were not suppose to mention thy lord's name in vain. CLAP CLAP Good for you.....NOT! Here you are running around using it in some nationalist verse so you can feel better about yourselves. God bless America what about the rest of the world?",Under God is part of American tradition and history,3
414721743arg4,"As an devout atheist I strongly oppose this. It seems like some people don't understand that there IS  a seperation between church and state. Now I have to join the herd and recite a few words that mean nothing to me? We have something called a church that people do this in. So why is it in a public school?  Are we forgetting about those who may practice hinduism, buddhism, shintoism and other religions? What about them?  I don't care if the majority of people are Christains. SO! But since when do the majority decide what is best for everyone? Where are we in China now?  By the way, I thought as a good bunch of christains you were not suppose to mention thy lord's name in vain. CLAP CLAP Good for you.....NOT! Here you are running around using it in some nationalist verse so you can feel better about yourselves. God bless America what about the rest of the world?",Likely to be seen as a state sanctioned condemnation of religion,3
414721743arg5,"As an devout atheist I strongly oppose this. It seems like some people don't understand that there IS  a seperation between church and state. Now I have to join the herd and recite a few words that mean nothing to me? We have something called a church that people do this in. So why is it in a public school?  Are we forgetting about those who may practice hinduism, buddhism, shintoism and other religions? What about them?  I don't care if the majority of people are Christains. SO! But since when do the majority decide what is best for everyone? Where are we in China now?  By the way, I thought as a good bunch of christains you were not suppose to mention thy lord's name in vain. CLAP CLAP Good for you.....NOT! Here you are running around using it in some nationalist verse so you can feel better about yourselves. God bless America what about the rest of the world?",Implies ultimate power on the part of the state,3
414721743arg6,"As an devout atheist I strongly oppose this. It seems like some people don't understand that there IS  a seperation between church and state. Now I have to join the herd and recite a few words that mean nothing to me? We have something called a church that people do this in. So why is it in a public school?  Are we forgetting about those who may practice hinduism, buddhism, shintoism and other religions? What about them?  I don't care if the majority of people are Christains. SO! But since when do the majority decide what is best for everyone? Where are we in China now?  By the way, I thought as a good bunch of christains you were not suppose to mention thy lord's name in vain. CLAP CLAP Good for you.....NOT! Here you are running around using it in some nationalist verse so you can feel better about yourselves. God bless America what about the rest of the world?",America is based on democracy and the pledge should reflect the belief of the American majority.,1
414721744arg1,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Separation of state and religion,3
414721744arg2,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Removing under god would promote religious tolerance,3
414721744arg3,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Under God is part of American tradition and history,3
414721744arg4,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Likely to be seen as a state sanctioned condemnation of religion,3
414721744arg5,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",Implies ultimate power on the part of the state,3
414721744arg6,"I believe that the statement about God in the pledge should be eliminated. In order to create unity in our nation we shouldn't be forcing someone else's God onto people. Also, adding the phrase Under God was a decision made to widen the gap between us and the Soviet Union. It wasn't put there to honor god or make us any better. Furthermore, we should seperate church from state. Its the law.",America is based on democracy and the pledge should reflect the belief of the American majority.,1
414721745arg1,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Separation of state and religion,3
414721745arg2,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Removing under god would promote religious tolerance,3
414721745arg3,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Under God is part of American tradition and history,3
414721745arg4,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Likely to be seen as a state sanctioned condemnation of religion,3
414721745arg5,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,Implies ultimate power on the part of the state,3
414721745arg6,church and state should be seperate. saying this why should under God be in the pledge? many americans that love their country are not christians so why should they have to say under God..,America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721746arg1,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Separation of state and religion,3
414721746arg2,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Removing under god would promote religious tolerance,3
414721746arg3,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Under God is part of American tradition and history,3
414721746arg4,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Likely to be seen as a state sanctioned condemnation of religion,3
414721746arg5,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",Implies ultimate power on the part of the state,3
414721746arg6,"Why not Gods, plural? Why not Goddess or Goddesses? The singular denotation of God in such a pledge shows a bias toward a monotheistic, patriarchal faith. If we are truly enlightened enough to respect the freedom of worshiping (or not) as we choose, then we must not be so specific.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721747arg1,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Separation of state and religion,3
414721747arg2,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Removing under god would promote religious tolerance,3
414721747arg3,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Under God is part of American tradition and history,3
414721747arg4,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Likely to be seen as a state sanctioned condemnation of religion,3
414721747arg5,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",Implies ultimate power on the part of the state,3
414721747arg6,"Can an unbeliever be patriotic? Not according to religious conservatives, it seems. They wish, no, they demand that we retain 'under God' in the pledge of allegiance. They want patriotism and faith in God to be a package deal without the option of separation. Thus, unbelievers are deemed unpatriotic. This is a slap in the face to all the atheists, agnostics and other unbelievers who proudly served this country in law enforcement, fire departments and military. Let's make the pledge for all Americans, believers and unbelievers alike. The pledge should not be the exclusive property of the religious.",America is based on democracy and the pledge should reflect the belief of the American majority.,1
414721748arg1,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Separation of state and religion,3
414721748arg2,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Removing under god would promote religious tolerance,3
414721748arg3,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Under God is part of American tradition and history,3
414721748arg4,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Likely to be seen as a state sanctioned condemnation of religion,3
414721748arg5,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",Implies ultimate power on the part of the state,3
414721748arg6,"If under god remains, the pledge should be ammended to state, with liberty and justice for 80%.",America is based on democracy and the pledge should reflect the belief of the American majority.,1
414721749arg1,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Separation of state and religion,3
414721749arg2,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Removing under god would promote religious tolerance,3
414721749arg3,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Under God is part of American tradition and history,3
414721749arg4,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Likely to be seen as a state sanctioned condemnation of religion,3
414721749arg5,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,Implies ultimate power on the part of the state,3
414721749arg6,Shouldn't it be a pledge that ALL U.S. citizens are comfortable saying?  Doesn't the pledge appear flawed and leave a bitter taste in the mouths of Atheists?  Would it be all that different if it said under a Protestant God? A pledge should unite not alienate it's people.,America is based on democracy and the pledge should reflect the belief of the American majority.,1
414721750arg1,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Separation of state and religion,3
414721750arg2,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Removing under god would promote religious tolerance,3
414721750arg3,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Under God is part of American tradition and history,3
414721750arg4,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Likely to be seen as a state sanctioned condemnation of religion,3
414721750arg5,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",Implies ultimate power on the part of the state,3
414721750arg6,"Private schools should be allowed to require students to 1) Study creation science 2) Sacrifice goats to Shiva 3) Pledge allegiance to the god of christian mythology.  Public schools, funded by taxpayer dollars, sadly, are not allowed to require these Bronze Age rituals:  Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof.  Damn constitution!",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721751arg1,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Separation of state and religion,3
414721751arg2,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Removing under god would promote religious tolerance,3
414721751arg3,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Under God is part of American tradition and history,3
414721751arg4,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Likely to be seen as a state sanctioned condemnation of religion,3
414721751arg5,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,Implies ultimate power on the part of the state,3
414721751arg6,under god implies that the nation as a whole follows this god if you do not follow god then are you excluded from the nation?,America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721752arg1,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Separation of state and religion,3
414721752arg2,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Removing under god would promote religious tolerance,3
414721752arg3,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Under God is part of American tradition and history,3
414721752arg4,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Likely to be seen as a state sanctioned condemnation of religion,3
414721752arg5,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",Implies ultimate power on the part of the state,3
414721752arg6,"No, of course not. The original one was good enough.  The insertion of Under God between Our nation and indivisible is symbolic of how religion divides this country.",America is based on democracy and the pledge should reflect the belief of the American majority.,3
414721753arg1,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Separation of state and religion,3
414721753arg2,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Removing under god would promote religious tolerance,3
414721753arg3,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Under God is part of American tradition and history,3
414721753arg4,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Likely to be seen as a state sanctioned condemnation of religion,3
414721753arg5,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",Implies ultimate power on the part of the state,3
414721753arg6,"Not every American citizen believes in God. The words Under God are pretty much forcing this belief upon everyone, which in itself is unconstitutional.",America is based on democracy and the pledge should reflect the belief of the American majority.,2
414721754arg1,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Separation of state and religion,3
414721754arg2,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Removing under god would promote religious tolerance,3
414721754arg3,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Under God is part of American tradition and history,3
414721754arg4,"The original anthem did not have the phrase Under God within it. That was something that was added during the Cold War as a way for us to attempt to differentiate us from 'Godless heathens'. As well, the US Constitution states that our Country and Government are to be separate from any and all religions. Therefor, the current existence of the phrase Under God is something that is closer being against our nation's ideals than keeping it, it's just never been changed because a lot of people don't understand why some people want it removed. Also, it's not 'Our' flag, it's the flag of any and all American citizens, not just the ones who happen to believe in the existence of your God or any God for that matter. I believe it should be removed because it was added erroneously in the first place and furthers the misnomer other progressive countries have that we're a backwards and ignorant gathering of bigots and idiots",Likely to be seen as a state sanctioned condemnation of religion,3
