id,text,label,line,uid
ab218,I feel that if girls are going to have sex they should be prepared that they might get pregnant. girls can't just go around having abortions because why kill an innocent baby for something you did nobody makes people have sex its there own choice and even if you don't want the baby just give it up for adoption. you don't have to get a abortion. i know people have there own choices but its wrong and i will not keep quiet. abortion should never happen. take responsibility for your actions.,c-adopt,even if you don't want the baby just give it up for adoption.,ab218arg0
ab218,I feel that if girls are going to have sex they should be prepared that they might get pregnant. girls can't just go around having abortions because why kill an innocent baby for something you did nobody makes people have sex its there own choice and even if you don't want the baby just give it up for adoption. you don't have to get a abortion. i know people have there own choices but its wrong and i will not keep quiet. abortion should never happen. take responsibility for your actions.,c-sex,take responsibility for your actions.,ab218arg1
ab219,are you serious it doesn't matter if the baby doesn't have an age or if he / she is 15 you should never be able to kill a life,c-kill,are you serious it doesn't matter if the baby doesn't have an age or if he / she is 15 you should never be able to kill a life,ab219arg0
ab220,"Anyone who is pro-choice is pro-abortionâ¦there is no difference. They don't like the label however but its the truth. I just got banned from a place because I refused to stop using the term pro-abort to describe someone who â¦DOES NOT WANT LEGAL PROTECTION FOR THE LIVING HUMAN BEING IN THE WOMB. This is not a pro-life person. This is a person who even though they might not get an abortion themselvesâ¦is willing to sit by quietly while others kill in the name of CHOICE.   THEY ARE PRO-ABORTS. I can just see someone at a Right to Life conventionâ¦standing up and sayingâ¦."" I am pro-life but believe that women should have the choice to kill."" They would be laughed out of the room.  There is no difference between someone who is pro-abortion and someone who is pro-choiceâ¦they want the same thingâ¦.legalized killing.   Cutting off a piece of skinâ¦.compared to stopping a beating heart of a human in the wombâ¦..you think is the same thing? Laughableâ¦won't even comment.  You probably no doubt think that killing a bug is the same as killing a human beingâ¦.hey they are both alive right?  Yes babies are costly. How much did your parents foot the bill for your maintenance? At least your mother allowed you lifeâ¦and you are here debating and defending the rights of other mothersâ¦to kill, to take away the rights of others. What is it that Ronald Reagan saidâ¦it was so true.  âAbortion is advocated only by persons who have themselves been born.â?  Questionâ¦.I know you are pro-abortion. Do you believe the a woman has the right to kill throughout the entire nine months? Oh I can't wait to see just how many rights you give womenâ¦.to own their bodies.   Why is abortion bad you ask?   You said and I quoteâ¦.""I think you'll have to look very hard to find someone who is actually pro abortion, I've definitely never met someone who openly admits to that. It's pro-choice.""  What is wrong with owning the label? You tell me what is wrong with being called pro-abortion? Is there something wrong with abortion Ben?  If there isâ¦then why do you support it? If there isn'tâ¦why isn't the label ok?   LOL",c-baby_right,This is a person who even though they might not get an abortion themselvesâ¦is willing to sit by quietly while others kill in the name of CHOICE,ab220arg0
ab221,"Yes I have. Abortion is wrong because it takes a life. The child in the raped woman's bodyâ¦how is he/she at fault. Why should they lose their life because an act of violence happened to another living human being. Do you think two wrongs make a right? Rape was wrongâ¦.but abortion solves and takes away that problem? Its two acts of violenceâ¦.the rape and the abortion.  Abortion is wrong whether the woman was raped or not.   If you think all life is sacred then how could I think less of the baby whose mother was raped?  Red Herring? It is fact and she has openly talked about her life. Should she have been aborted simply because she had shady relativesâ¦or that they were poor?  Are you telling me that there are families that have not endured sadness, death, dying, troubles? Wow. Nothing bad happened to them. Incredible.   You skipped over cleverly my question let me reword it. Do you think that mentally challenged, physically challenged people should have been aborted? If it is known that they are not normalâ¦and what is normal anywayâ¦..should they be aborted? yes or no  You certainly don't like answering questions when your back is against the wall do youâ¦lmao.  I will against ask the questionâ¦â¦Do you think if you went into a hospital nursery full of babies and the nurse told you to pick out the baby whose mother was rapedâ¦think you could do it?  Your lack of an answerâ¦speaks volumes. LOL",c-kill,Abortion is wrong because it takes a life.,ab221arg0
ab221,"Yes I have. Abortion is wrong because it takes a life. The child in the raped woman's bodyâ¦how is he/she at fault. Why should they lose their life because an act of violence happened to another living human being. Do you think two wrongs make a right? Rape was wrongâ¦.but abortion solves and takes away that problem? Its two acts of violenceâ¦.the rape and the abortion.  Abortion is wrong whether the woman was raped or not.   If you think all life is sacred then how could I think less of the baby whose mother was raped?  Red Herring? It is fact and she has openly talked about her life. Should she have been aborted simply because she had shady relativesâ¦or that they were poor?  Are you telling me that there are families that have not endured sadness, death, dying, troubles? Wow. Nothing bad happened to them. Incredible.   You skipped over cleverly my question let me reword it. Do you think that mentally challenged, physically challenged people should have been aborted? If it is known that they are not normalâ¦and what is normal anywayâ¦..should they be aborted? yes or no  You certainly don't like answering questions when your back is against the wall do youâ¦lmao.  I will against ask the questionâ¦â¦Do you think if you went into a hospital nursery full of babies and the nurse told you to pick out the baby whose mother was rapedâ¦think you could do it?  Your lack of an answerâ¦speaks volumes. LOL",c-baby_right,The child in the raped woman's bodyâ¦how is he/she at fault. Why should they lose their life because an act of violence happened to another living human being.,ab221arg1
ab222,"Of course, everyone has right to choose, because it is independent country.In my point of view, abortion must be banned.    Abortion is like a murder as it is the act of taking human life. I don't think that aborting is the easiest thing, what u can do, because it cause many problems with health. For example, the woman did abortion and some years later, when she gets marriage. She can not get pregnant, because of that.   As u know, there is no crime without punishment, because nobody permitted to harm or take the life of another person( but it is not stranger, it is your own child).I think, you should not be such a cold, especially to a child, which you wear under your heart.",c-bad_4_mom,"I don't think that aborting is the easiest thing, what u can do, because it cause many problems with health.",ab222arg0
ab222,"Of course, everyone has right to choose, because it is independent country.In my point of view, abortion must be banned.    Abortion is like a murder as it is the act of taking human life. I don't think that aborting is the easiest thing, what u can do, because it cause many problems with health. For example, the woman did abortion and some years later, when she gets marriage. She can not get pregnant, because of that.   As u know, there is no crime without punishment, because nobody permitted to harm or take the life of another person( but it is not stranger, it is your own child).I think, you should not be such a cold, especially to a child, which you wear under your heart.",c-kill,Abortion is like a murder as it is the act of taking human life.,ab222arg1
ab222,"Of course, everyone has right to choose, because it is independent country.In my point of view, abortion must be banned.    Abortion is like a murder as it is the act of taking human life. I don't think that aborting is the easiest thing, what u can do, because it cause many problems with health. For example, the woman did abortion and some years later, when she gets marriage. She can not get pregnant, because of that.   As u know, there is no crime without punishment, because nobody permitted to harm or take the life of another person( but it is not stranger, it is your own child).I think, you should not be such a cold, especially to a child, which you wear under your heart.",c-baby_right,"nobody permitted to harm or take the life of another person( but it is not stranger, it is your own child).",ab222arg2
ab223,"1. We are all just a cluster of cells. There are some people who are never self-aware due to mental diseases. There are some people who don't feel pain because of neurological disorders. This hardly disqualifies them from humanity.   Of course it doesn't disqualify them from being considered human. But it  does  mean that they are not persons, i.e. they do not possess the essential characteristics of personhood, which are rationality, autonomy and self-consciousness.   2. I agree that in life-or-death situations, the doctors have to make a call to save the mother or the baby. This is atypical, however, and only happens in about 2-3% of all cases.   But you haven't stated whether abortion, in such unfortunate circumstances, are right or wrong.   3. The issue is not whether or not people are forced to have abortions. The issue is whether or not abortion is murder. If abortion is murder, then we have a problem. We should not think the legalization of murder is ok just because no one is forcing us to murder others.   On the contrary, this  is  an issue of whether you would consider abortion as murder or not. Furthermore, you yourself seem to think that this issue is paramount to the debate since you went on to talk about the legalisation of murder and used that as an analogy.   4. This applies to murder, rape, theft, and every other crime. Of course it won't stop some people from doing it, but it will allow for law enforcement to punish for committing crimes. It will also help to educate youth on what is morally acceptable and what is morally horrid.   My question to you is: is abortion morally acceptable?   5. This issue is moot if a fetus is an individual human life. We shouldn't legalize murder to make it less hazardous to the murderer. Besides this rape is never the fault of the baby, so how does anyone have a right to kill it?   You seem to forget that rape is also never the fault of the  victim . With this being true, how can you deny the victim/mother-to-be the right to make choices concerning her own body if it is not her fault in the first place?",p-right,"With this being true, how can you deny the victim/mother-to-be the right to make choices concerning her own body if it is not her fault in the first place?",ab223arg0
ab223,"1. We are all just a cluster of cells. There are some people who are never self-aware due to mental diseases. There are some people who don't feel pain because of neurological disorders. This hardly disqualifies them from humanity.   Of course it doesn't disqualify them from being considered human. But it  does  mean that they are not persons, i.e. they do not possess the essential characteristics of personhood, which are rationality, autonomy and self-consciousness.   2. I agree that in life-or-death situations, the doctors have to make a call to save the mother or the baby. This is atypical, however, and only happens in about 2-3% of all cases.   But you haven't stated whether abortion, in such unfortunate circumstances, are right or wrong.   3. The issue is not whether or not people are forced to have abortions. The issue is whether or not abortion is murder. If abortion is murder, then we have a problem. We should not think the legalization of murder is ok just because no one is forcing us to murder others.   On the contrary, this  is  an issue of whether you would consider abortion as murder or not. Furthermore, you yourself seem to think that this issue is paramount to the debate since you went on to talk about the legalisation of murder and used that as an analogy.   4. This applies to murder, rape, theft, and every other crime. Of course it won't stop some people from doing it, but it will allow for law enforcement to punish for committing crimes. It will also help to educate youth on what is morally acceptable and what is morally horrid.   My question to you is: is abortion morally acceptable?   5. This issue is moot if a fetus is an individual human life. We shouldn't legalize murder to make it less hazardous to the murderer. Besides this rape is never the fault of the baby, so how does anyone have a right to kill it?   You seem to forget that rape is also never the fault of the  victim . With this being true, how can you deny the victim/mother-to-be the right to make choices concerning her own body if it is not her fault in the first place?",p-rape,You seem to forget that rape is also never the fault of the  victim .,ab223arg1
ab223,"1. We are all just a cluster of cells. There are some people who are never self-aware due to mental diseases. There are some people who don't feel pain because of neurological disorders. This hardly disqualifies them from humanity.   Of course it doesn't disqualify them from being considered human. But it  does  mean that they are not persons, i.e. they do not possess the essential characteristics of personhood, which are rationality, autonomy and self-consciousness.   2. I agree that in life-or-death situations, the doctors have to make a call to save the mother or the baby. This is atypical, however, and only happens in about 2-3% of all cases.   But you haven't stated whether abortion, in such unfortunate circumstances, are right or wrong.   3. The issue is not whether or not people are forced to have abortions. The issue is whether or not abortion is murder. If abortion is murder, then we have a problem. We should not think the legalization of murder is ok just because no one is forcing us to murder others.   On the contrary, this  is  an issue of whether you would consider abortion as murder or not. Furthermore, you yourself seem to think that this issue is paramount to the debate since you went on to talk about the legalisation of murder and used that as an analogy.   4. This applies to murder, rape, theft, and every other crime. Of course it won't stop some people from doing it, but it will allow for law enforcement to punish for committing crimes. It will also help to educate youth on what is morally acceptable and what is morally horrid.   My question to you is: is abortion morally acceptable?   5. This issue is moot if a fetus is an individual human life. We shouldn't legalize murder to make it less hazardous to the murderer. Besides this rape is never the fault of the baby, so how does anyone have a right to kill it?   You seem to forget that rape is also never the fault of the  victim . With this being true, how can you deny the victim/mother-to-be the right to make choices concerning her own body if it is not her fault in the first place?",p-mother_danger,"I agree that in life-or-death situations, the doctors have to make a call to save the mother or the baby.",ab223arg2
ab224,"If wearing a condom only prevents the fertilization of an egg, doesn't it also stop the fetus from being made? There isn't much difference in ending it and not letting it start.",p-birth_ctrl,"If wearing a condom only prevents the fertilization of an egg, doesn't it also stop the fetus from being made? There isn't much difference in ending it and not letting it start.",ab224arg0
ab225,No abortion is wrong. It's as simple as that it is an option but an evil one. However that being said I do think that having laws against it really doesn't make sense people ought to have the choice that does not however on any terms make it right.,c-kill,No abortion is wrong.,ab225arg0
ab226,"adoption is a piece of shit institution. all the kids who would have been aborted get put up for adoption. what now? thousands of more kids getting shuffled around in foster care, oh boy! and by the way, god isn't real.",p-baby_ill_treatment,thousands of more kids getting shuffled around in foster care,ab226arg0
ab227,ummmm no you are so wrong in my opinon! i think that if you are adult enough to have sex you better be adult enough to take on the responsibilites that come along with having sex.,c-sex,i think that if you are adult enough to have sex you better be adult enough to take on the responsibilites that come along with having sex.,ab227arg0
ab227,ummmm no you are so wrong in my opinon! i think that if you are adult enough to have sex you better be adult enough to take on the responsibilites that come along with having sex.,c-sex,i think that if you are adult enough to have sex you better be adult enough to take on the responsibilites that come along with having sex.,ab227arg1
ab228,Most adopted children do not become suicidal. they might wonder about their biological parents but i wouldnt say they think that they hated them. giving up your child for adoption is an act of love rather than hate,c-adopt,giving up your child for adoption is an act of love rather than hate,ab228arg0
ab228,Most adopted children do not become suicidal. they might wonder about their biological parents but i wouldnt say they think that they hated them. giving up your child for adoption is an act of love rather than hate,c-other,Most adopted children do not become suicidal. they might wonder about their biological parents but i wouldnt say they think that they hated them.,ab228arg1
ab229,"so what if it doesn't have a brain yet still is going to get one and still has a whole future in front of him/her.     No brain = no life. We don't care about what might happen, we care about present reality. By the way, why do you care about preserving life? You're a Christian fundamentalist. Shouldn't you be out burning witches, nonbelievers, and homosexuals?",p-not_human,"No brain = no life. We don't care about what might happen, we care about present reality.",ab229arg0
ab23,"you may not know it but a babies heart starts beatin 18 days after conception and you usually dont know until after then that your pregnant so therefore you are killing a child when you get an abortion unless the outcome is going to be you and the child dying then there is no point whatsoever in killing your child. i think that if you get pregnent and dont want to keep the child the right thing to do would be to give it to a baren couple whom long for children.  It's a blastula, then embryo, then foetus. It is never a child, for child refers to the immature birthed. A baby refers to the recently birthed.  If a mother wants to get pregnant and then abort it is her right to do so. It is none of your business to tell her what she may do with her body, especially when it is such an intimate and emotional decision.",p-right,If a mother wants to get pregnant and then abort it is her right to do so.,ab23arg0
ab23,"you may not know it but a babies heart starts beatin 18 days after conception and you usually dont know until after then that your pregnant so therefore you are killing a child when you get an abortion unless the outcome is going to be you and the child dying then there is no point whatsoever in killing your child. i think that if you get pregnent and dont want to keep the child the right thing to do would be to give it to a baren couple whom long for children.  It's a blastula, then embryo, then foetus. It is never a child, for child refers to the immature birthed. A baby refers to the recently birthed.  If a mother wants to get pregnant and then abort it is her right to do so. It is none of your business to tell her what she may do with her body, especially when it is such an intimate and emotional decision.",p-not_human,A baby refers to the recently birthed,ab23arg1
ab23,"you may not know it but a babies heart starts beatin 18 days after conception and you usually dont know until after then that your pregnant so therefore you are killing a child when you get an abortion unless the outcome is going to be you and the child dying then there is no point whatsoever in killing your child. i think that if you get pregnent and dont want to keep the child the right thing to do would be to give it to a baren couple whom long for children.  It's a blastula, then embryo, then foetus. It is never a child, for child refers to the immature birthed. A baby refers to the recently birthed.  If a mother wants to get pregnant and then abort it is her right to do so. It is none of your business to tell her what she may do with her body, especially when it is such an intimate and emotional decision.",p-right,"If a mother wants to get pregnant and then abort it is her right to do so. It is none of your business to tell her what she may do with her body, especially when it is such an intimate and emotional decision.",ab23arg2
ab23,"you may not know it but a babies heart starts beatin 18 days after conception and you usually dont know until after then that your pregnant so therefore you are killing a child when you get an abortion unless the outcome is going to be you and the child dying then there is no point whatsoever in killing your child. i think that if you get pregnent and dont want to keep the child the right thing to do would be to give it to a baren couple whom long for children.  It's a blastula, then embryo, then foetus. It is never a child, for child refers to the immature birthed. A baby refers to the recently birthed.  If a mother wants to get pregnant and then abort it is her right to do so. It is none of your business to tell her what she may do with her body, especially when it is such an intimate and emotional decision.",p-not_human,A baby refers to the recently birthed.,ab23arg3
ab230,"I agree with Kmac. If you think you are old enough to have sex then you better be old enough and ready to deal with the possible consequences of having sex. There is always that possibility of becoming pregnant, so if you have sex and get pregnant deal with it!! Abortion is just wrong. Why kill someone that has done nothing wrong? The baby should not have to pay for your mistakes. If you can't handle having a child then let someone adopt it, don't kill it!",c-adopt,"If you can't handle having a child then let someone adopt it, don't kill it!",ab230arg0
ab230,"I agree with Kmac. If you think you are old enough to have sex then you better be old enough and ready to deal with the possible consequences of having sex. There is always that possibility of becoming pregnant, so if you have sex and get pregnant deal with it!! Abortion is just wrong. Why kill someone that has done nothing wrong? The baby should not have to pay for your mistakes. If you can't handle having a child then let someone adopt it, don't kill it!",c-kill,Abortion is just wrong.,ab230arg1
ab230,"I agree with Kmac. If you think you are old enough to have sex then you better be old enough and ready to deal with the possible consequences of having sex. There is always that possibility of becoming pregnant, so if you have sex and get pregnant deal with it!! Abortion is just wrong. Why kill someone that has done nothing wrong? The baby should not have to pay for your mistakes. If you can't handle having a child then let someone adopt it, don't kill it!",c-baby_right,Why kill someone that has done nothing wrong? The baby should not have to pay for your mistakes.,ab230arg2
ab230,"I agree with Kmac. If you think you are old enough to have sex then you better be old enough and ready to deal with the possible consequences of having sex. There is always that possibility of becoming pregnant, so if you have sex and get pregnant deal with it!! Abortion is just wrong. Why kill someone that has done nothing wrong? The baby should not have to pay for your mistakes. If you can't handle having a child then let someone adopt it, don't kill it!",c-sex,"If you think you are old enough to have sex then you better be old enough and ready to deal with the possible consequences of having sex. There is always that possibility of becoming pregnant, so if you have sex and get pregnant deal with it!!",ab230arg3
ab231,"Imagine this scenario:  A woman is walking to her house, all of a sudden a man grabs her from an alley. He rapes her. Should the woman be forced to have the baby of the man who raped her?   Even if the baby was put up for adoption, the woman would go through all the pain of having a baby, and the medical fees, and the baby might not be adopted.",p-sick_mom,"Even if the baby was put up for adoption, the woman would go through all the pain of having a baby, and the medical fees,",ab231arg0
ab231,"Imagine this scenario:  A woman is walking to her house, all of a sudden a man grabs her from an alley. He rapes her. Should the woman be forced to have the baby of the man who raped her?   Even if the baby was put up for adoption, the woman would go through all the pain of having a baby, and the medical fees, and the baby might not be adopted.",p-rape,"A woman is walking to her house, all of a sudden a man grabs her from an alley. He rapes her. Should the woman be forced to have the baby of the man who raped her?",ab231arg1
ab231,"Imagine this scenario:  A woman is walking to her house, all of a sudden a man grabs her from an alley. He rapes her. Should the woman be forced to have the baby of the man who raped her?   Even if the baby was put up for adoption, the woman would go through all the pain of having a baby, and the medical fees, and the baby might not be adopted.",p-baby_ill_treatment,the baby might not be adopted.,ab231arg2
ab232,"Who are any of you to decide what is right for a pregnant woman? When a woman has been raped and impregnated she doesn't deserve to have the choice?  So in this wonderland were abortion is illegal ... is it that great? We would have children being born into homes where they are unwanted, women aborting themselves through god-awful ways, or adoption homes are flooded with unwanted children. Sound like a perfect world to you? It doesn't to me.",p-right,Who are any of you to decide what is right for a pregnant woman?,ab232arg0
ab232,"Who are any of you to decide what is right for a pregnant woman? When a woman has been raped and impregnated she doesn't deserve to have the choice?  So in this wonderland were abortion is illegal ... is it that great? We would have children being born into homes where they are unwanted, women aborting themselves through god-awful ways, or adoption homes are flooded with unwanted children. Sound like a perfect world to you? It doesn't to me.",p-rape,When a woman has been raped and impregnated she doesn't deserve to have the choice?,ab232arg1
ab232,"Who are any of you to decide what is right for a pregnant woman? When a woman has been raped and impregnated she doesn't deserve to have the choice?  So in this wonderland were abortion is illegal ... is it that great? We would have children being born into homes where they are unwanted, women aborting themselves through god-awful ways, or adoption homes are flooded with unwanted children. Sound like a perfect world to you? It doesn't to me.",p-baby_ill_treatment,We would have children being born into homes where they are unwanted,ab232arg2
ab233,"Abortion isn't killing babies like most people think. A fetus in the early stages of development is really just a soup of cells lumped together in one spot. It doesn't have the ability to think or feel pain as it doesn't have a brain yet.   Sometimes abortion would be the best option for the mother. If a woman had been raped and got pregnant as a result of that, she has all the right to abort if she wants to. If a woman doesn't have the economic resources to support the child, abortion is also an option. Sure, some people say adoption but a lot of kids spend their whole lives in a shelter because nobody adopted them. Can you imagine how much mental pain they go through? How much they've suffered? If this situation is bound to happen, the best option would be to abort the unborn fetus before it has the capability of suffering.",p-not_human,A fetus in the early stages of development is really just a soup of cells lumped together in one spot. It doesn't have the ability to think or feel pain as it doesn't have a brain yet.,ab233arg0
ab233,"Abortion isn't killing babies like most people think. A fetus in the early stages of development is really just a soup of cells lumped together in one spot. It doesn't have the ability to think or feel pain as it doesn't have a brain yet.   Sometimes abortion would be the best option for the mother. If a woman had been raped and got pregnant as a result of that, she has all the right to abort if she wants to. If a woman doesn't have the economic resources to support the child, abortion is also an option. Sure, some people say adoption but a lot of kids spend their whole lives in a shelter because nobody adopted them. Can you imagine how much mental pain they go through? How much they've suffered? If this situation is bound to happen, the best option would be to abort the unborn fetus before it has the capability of suffering.",p-not_murder,Abortion isn't killing babies like most people think.,ab233arg1
ab233,"Abortion isn't killing babies like most people think. A fetus in the early stages of development is really just a soup of cells lumped together in one spot. It doesn't have the ability to think or feel pain as it doesn't have a brain yet.   Sometimes abortion would be the best option for the mother. If a woman had been raped and got pregnant as a result of that, she has all the right to abort if she wants to. If a woman doesn't have the economic resources to support the child, abortion is also an option. Sure, some people say adoption but a lot of kids spend their whole lives in a shelter because nobody adopted them. Can you imagine how much mental pain they go through? How much they've suffered? If this situation is bound to happen, the best option would be to abort the unborn fetus before it has the capability of suffering.",p-rape,"If a woman had been raped and got pregnant as a result of that, she has all the right to abort if she wants to.",ab233arg2
ab233,"Abortion isn't killing babies like most people think. A fetus in the early stages of development is really just a soup of cells lumped together in one spot. It doesn't have the ability to think or feel pain as it doesn't have a brain yet.   Sometimes abortion would be the best option for the mother. If a woman had been raped and got pregnant as a result of that, she has all the right to abort if she wants to. If a woman doesn't have the economic resources to support the child, abortion is also an option. Sure, some people say adoption but a lot of kids spend their whole lives in a shelter because nobody adopted them. Can you imagine how much mental pain they go through? How much they've suffered? If this situation is bound to happen, the best option would be to abort the unborn fetus before it has the capability of suffering.",p-baby_ill_treatment,some people say adoption but a lot of kids spend their whole lives in a shelter because nobody adopted them.,ab233arg3
ab234,"Abortion should be illegal by mind, spirit and law. First off, if you would want to KILL INNOCENT BABIES CREATED BY YOUR FOOLISHNESS, WHY ON EARTH DID YOU GET PREGNANT IN THE FIRST PLACE? You brought this baby into this world and it is simply stupid, illogical and mentally retarded of you to take him/her out.   Next, abortion is killing innocent babies. Think of all the great things that babies will achieve someday. Like Steve Jobs, etc. ABORTION = NO!!!!!!!!!!!!!!!!!",c-kill,"Next, abortion is killing innocent babies.",ab234arg0
ab234,"Abortion should be illegal by mind, spirit and law. First off, if you would want to KILL INNOCENT BABIES CREATED BY YOUR FOOLISHNESS, WHY ON EARTH DID YOU GET PREGNANT IN THE FIRST PLACE? You brought this baby into this world and it is simply stupid, illogical and mentally retarded of you to take him/her out.   Next, abortion is killing innocent babies. Think of all the great things that babies will achieve someday. Like Steve Jobs, etc. ABORTION = NO!!!!!!!!!!!!!!!!!",c-sex,"First off, if you would want to KILL INNOCENT BABIES CREATED BY YOUR FOOLISHNESS, WHY ON EARTH DID YOU GET PREGNANT IN THE FIRST PLACE?",ab234arg1
ab235,"Pregnancy is a pain in the ass   I would be willing to go through tremendous pangs to save a life, as would many others. Why else do soldiers get injured/killed trying to save people from minefields?   Childbirth is dangerous    Just how often to mothers die during childbirth now-a-days?   If she goes through with the pregnancy she will have a human being she will be obligated to care for.   Two answers to that:  Put the baby up for adoption.  Leave the baby at a firestation.   If you could somehow turn every speck of dust into a human being, then every speck of dust could be considered potential life.    Potential life? A fetus is alive, regardless of how developed it is. That alone should give it more rights than some damn speck of dust!",c-adopt,Put the baby up for adoption.,ab235arg0
ab235,"Pregnancy is a pain in the ass   I would be willing to go through tremendous pangs to save a life, as would many others. Why else do soldiers get injured/killed trying to save people from minefields?   Childbirth is dangerous    Just how often to mothers die during childbirth now-a-days?   If she goes through with the pregnancy she will have a human being she will be obligated to care for.   Two answers to that:  Put the baby up for adoption.  Leave the baby at a firestation.   If you could somehow turn every speck of dust into a human being, then every speck of dust could be considered potential life.    Potential life? A fetus is alive, regardless of how developed it is. That alone should give it more rights than some damn speck of dust!",c-baby_right,"A fetus is alive, regardless of how developed it is.",ab235arg1
ab236,"Maybe those ""young mothers"" should have kept their legs shut if they didn't want a baby.",c-sex,"Maybe those ""young mothers"" should have kept their legs shut if they didn't want a baby.",ab236arg0
ab237,"Um, have you ever had sex? lol It's kind of fun. Not too mention it's great for relationships.   Sex isn't just for reproducing anymore. We've made it where we can have sex for pleasure.   It's narrow-minded to just think of sex just as reproducing. It's also no fun if you think of it just like that.",p-other,It's narrow-minded to just think of sex just as reproducing. It's also no fun if you think of it just like that.,ab237arg0
ab238,"No, she should give it up for adoption and be proud she gave a loving home a child they would not have had otherwise.",c-adopt,she should give it up for adoption,ab238arg0
ab239,"It moves and has to be provided with nourishment and protection from the mothers womb. So it is not human? How is it not living? Thats like saying a fetus of a dog will not become a dog. Seriously? Please explain..... I really want to know your ideas. I think every woman and anyone that's for abortions, that has a voluntary abortion should have every reproduction organ removed from their body . My Aunt cannot have children and she wants one more than anything and some women are throwing them away like they were the fetus's are trash. Why won't they just have the baby and give it to someone like my aunt.",c-adopt,My Aunt cannot have children and she wants one more than anything and some women are throwing them away like they were the fetus's are trash. Why won't they just have the baby and give it to someone like my aunt.,ab239arg0
ab239,"It moves and has to be provided with nourishment and protection from the mothers womb. So it is not human? How is it not living? Thats like saying a fetus of a dog will not become a dog. Seriously? Please explain..... I really want to know your ideas. I think every woman and anyone that's for abortions, that has a voluntary abortion should have every reproduction organ removed from their body . My Aunt cannot have children and she wants one more than anything and some women are throwing them away like they were the fetus's are trash. Why won't they just have the baby and give it to someone like my aunt.",c-baby_right,It moves and has to be provided with nourishment and protection from the mothers womb. So it is not human? How is it not living?,ab239arg1
ab24,"Ok what about women who are raped? This is a violent act for sure. But are two acts of violence better than one? I think abortion is a a violent way to kill a living human being. It is not given a sedative...it is ripped, burned and dismembered while the heart beats, when it quite possibly is moving. So how is the act of rape the new living childs fault? If you walked into a nursery in a hospital and the nurse told you that one out of the ten babies theres mother was raped...do you think you could pick it out? No....it has just as much right to life as the child whose mother was not raped. The mother who was raped not only will remember the rape, but the day she...took it upon herself to kill another living person. So if you value life........you value all life and you give it a chance.   You bring up the death penalty.....I am not pro-death penalty...I do believe in prison however...and not prisons with television, internet, and work out rooms.   I did give proof some of the top doctors around the world, researchers...I mean what more do you want? Many of these doctors testified in front of the Senate on when life begins.   And your last question.....  I believe that women know when they have sex they might become pregnant, even if they take precautions. I believe that when a life is started...that that life should be allowed to be born. Nine months is not that long when you know it can save another living persons life. There is always adoption. What is nine months...compared to killing?   This is about doing what is right, not only for the woman but the life growing inside her...that she help start. I do not believe woman should have the right to kill.   You however believe that she does, because IT IS HER BODY. And that right should not be taken away or controlled by anyone else. So let me ask you this......  If the woman wanted to abort in the ninth month, eighth month this would and should be her right.....you certainly would not want her to be enslaved by a baby even in late term........right?   You cant have it both ways.",c-adopt,There is always adoption,ab24arg0
ab24,"Ok what about women who are raped? This is a violent act for sure. But are two acts of violence better than one? I think abortion is a a violent way to kill a living human being. It is not given a sedative...it is ripped, burned and dismembered while the heart beats, when it quite possibly is moving. So how is the act of rape the new living childs fault? If you walked into a nursery in a hospital and the nurse told you that one out of the ten babies theres mother was raped...do you think you could pick it out? No....it has just as much right to life as the child whose mother was not raped. The mother who was raped not only will remember the rape, but the day she...took it upon herself to kill another living person. So if you value life........you value all life and you give it a chance.   You bring up the death penalty.....I am not pro-death penalty...I do believe in prison however...and not prisons with television, internet, and work out rooms.   I did give proof some of the top doctors around the world, researchers...I mean what more do you want? Many of these doctors testified in front of the Senate on when life begins.   And your last question.....  I believe that women know when they have sex they might become pregnant, even if they take precautions. I believe that when a life is started...that that life should be allowed to be born. Nine months is not that long when you know it can save another living persons life. There is always adoption. What is nine months...compared to killing?   This is about doing what is right, not only for the woman but the life growing inside her...that she help start. I do not believe woman should have the right to kill.   You however believe that she does, because IT IS HER BODY. And that right should not be taken away or controlled by anyone else. So let me ask you this......  If the woman wanted to abort in the ninth month, eighth month this would and should be her right.....you certainly would not want her to be enslaved by a baby even in late term........right?   You cant have it both ways.",c-kill,I think abortion is a a violent way to kill a living human being.,ab24arg1
